player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Brooks, Jonathon",RB,CAR,NA,4.7,18,NA,0.1,1.5,1.1,6,NA,NA,0,0,3,NA,NA,FantasySharks,16597,@CHI,0.1,0,0,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,KCC,NA,2.7,9,NA,0.1,2.1,1.6,13,NA,NA,0,0.1,3,NA,NA,FantasySharks,13133,NOS,0.1,0,0,0,0,0,0.1,0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,4.7,25,NA,0.1,0.4,0.2,1,NA,NA,0,0,2.9,NA,NA,FantasySharks,16164,IND,0.1,0,0,0,0,0,0,0,0,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdullah, Ameer",RB,LVR,NA,4.3,15,NA,0.1,1.3,1.1,8,NA,NA,0,0.2,2.8,NA,NA,FantasySharks,12155,@DEN,0.1,0,0,0,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demercado, Emari",RB,ARI,NA,3.1,18,NA,0,1.4,1.1,7,NA,NA,0,0,2.7,NA,NA,FantasySharks,16385,@SFO,0,0,0,0,0,0,0.2,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Jeffery",RB,MIA,NA,3.7,17,NA,0,1.5,1.2,7,NA,NA,0,0,2.6,NA,NA,FantasySharks,14017,@NEP,0,0,0,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benson, Trey",RB,ARI,NA,5,18,NA,0,1.1,0.9,5,NA,NA,0,0,2.6,NA,NA,FantasySharks,16594,@SFO,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luepke, Hunter",RB,DAL,NA,0.4,1,NA,0.2,0.8,0.6,11,NA,NA,0,0,2.3,NA,NA,FantasySharks,16391,@PIT,0.2,0,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corum, Blake",RB,LAR,NA,4.7,18,NA,0.1,0.4,0.3,2,NA,NA,0,0,2.3,NA,NA,FantasySharks,16593,GBP,0,0,0,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,2.2,7,NA,0,1.7,1.3,11,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,13148,BUF,0,0,0,0,0,0,0.1,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tracy, Tyrone",RB,NYG,NA,3.4,9,NA,0,1.8,1.1,10,NA,NA,0,0,1.9,NA,NA,FantasySharks,16747,@SEA,0,0,0,0,0,0,0.2,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,0.3,0,NA,0,1.8,1.2,11,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,11367,ARI,0,0,0,0,0,0,0.2,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingold, Alec",RB,MIA,NA,0.7,3,NA,0.1,1.2,0.6,5,NA,NA,0,0,1.5,NA,NA,FantasySharks,14420,@NEP,0.1,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards-Helaire, Clyde",RB,KCC,NA,2,7,NA,0,0.9,0.6,7,NA,NA,0,0,1.4,NA,NA,FantasySharks,14803,NOS,0,0,0,0,0,0,0.2,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, D'Ernest",RB,JAC,NA,2.3,6,NA,0,0.6,0.3,6,NA,NA,0,0,1.2,NA,NA,FantasySharks,14331,IND,0,0,0,0,0,0,0.1,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Deuce",RB,DAL,NA,2.7,7,NA,0,1.1,0.7,5,NA,NA,0,0,1.1,NA,NA,FantasySharks,16176,@PIT,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abanikanda, Israel",RB,NYJ,NA,2.8,6,NA,0,1.4,0.8,5,NA,NA,0,0,1.1,NA,NA,FantasySharks,16168,@MIN,0,0,0,0,0,0,0.1,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Patrick",RB,SFO,NA,1.5,5,NA,0,0.7,0.5,4,NA,NA,0,0,0.9,NA,NA,FantasySharks,14817,ARI,0,0,0,0,0,0,0.1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,1,3,NA,0,0.6,0.5,3,NA,NA,0,0,0.8,NA,NA,FantasySharks,15973,@CHI,0,0,0,0,0,0,0,0,0,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Kendre",RB,NOS,NA,1.3,4,NA,0,0.4,0.3,3,NA,NA,0,0,0.8,NA,NA,FantasySharks,16171,@KCC,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ali, Rasheen",RB,BAL,NA,2,8,NA,0,0.6,0.3,2,NA,NA,0,0.1,0.8,NA,NA,FantasySharks,16746,@CIN,0,0,0,0,0,0,0.1,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Jaylen",RB,MIA,NA,2.1,6,NA,0,0.3,0.2,0,NA,NA,0,0,0.6,NA,NA,FantasySharks,16610,@NEP,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Blake",RB,DEN,NA,1.4,4,NA,0,1.2,0.9,5,NA,NA,0,0.2,0.6,NA,NA,FantasySharks,16803,LVR,0,0,0,0,0,0,0.2,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Avery",RB,ATL,NA,1.4,5,NA,0,0.5,0.4,2,NA,NA,0,0,0.6,NA,NA,FantasySharks,15454,TBB,0,0,0,0,0,0,0.1,0,0,12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rivers, Ronnie",RB,LAR,NA,1.6,4,NA,0,0.5,0.5,1,NA,NA,0,0,0.6,NA,NA,FantasySharks,15726,GBP,0,0,0,0,0,0,0.1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Eric",RB,NYG,NA,1.4,3,NA,0,0.6,0.5,2,NA,NA,0,0,0.6,NA,NA,FantasySharks,16173,@SEA,0,0,0,0,0,0,0,0,0,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, Chris",RB,GBP,NA,1.7,5,NA,0,0.2,0.2,0,NA,NA,0,0,0.5,NA,NA,FantasySharks,16387,@LAR,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Darrynton",RB,BUF,NA,1,4,NA,0,0.2,0.2,1,NA,NA,0,0,0.5,NA,NA,FantasySharks,14808,@HOU,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Trayveon",RB,CIN,NA,0.9,4,NA,0,0.3,0.3,1,NA,NA,0,0,0.5,NA,NA,FantasySharks,14076,BAL,0,0,0,0,0,0,0,0,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Sean",RB,TBB,NA,0.9,2,NA,0,0.3,0.3,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,16166,@ATL,0,0,0,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricard, Patrick",RB,BAL,NA,0,0,NA,0,0.8,0.3,4,NA,NA,0,0,0.5,NA,NA,FantasySharks,13455,@CIN,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laube, Dylan",RB,LVR,NA,0.7,2,NA,0,0.7,0.6,2,NA,NA,0,0,0.4,NA,NA,FantasySharks,16613,@DEN,0,0,0,0,0,0,0,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Jordan",RB,NOS,NA,1.3,4,NA,0,0.6,0.2,1,NA,NA,0,0,0.4,NA,NA,FantasySharks,16424,@KCC,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hasty, JaMycal",RB,NEP,NA,0.8,3,NA,0,0.4,0.1,0,NA,NA,0,0,0.4,NA,NA,FantasySharks,14821,MIA,0,0,0,0,0,0,0,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ham, C.J.",RB,MIN,NA,0.3,1,NA,0,0.8,0.6,3,NA,NA,0,0.1,0.3,NA,NA,FantasySharks,12923,NYJ,0,0,0,0,0,0,0,0,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boone, Mike",RB,CAR,NA,0.6,2,NA,0,0.2,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,13868,@CHI,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steele, Carson",RB,KCC,NA,2.4,8,NA,0,0.7,0.3,1,NA,NA,0,0.4,0.2,NA,NA,FantasySharks,16612,NOS,0,0,0,0,0,0,0,0,0,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, British",RB,HOU,NA,0.8,1,NA,0,0.3,0.2,0,NA,NA,0,0,0.2,NA,NA,FantasySharks,16816,BUF,0,0,0,0,0,0,0.1,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McIntosh, Kenny",RB,SEA,NA,0.4,1,NA,0,0.2,0.1,1,NA,NA,0,0,0.2,NA,NA,FantasySharks,16170,NYG,0,0,0,0,0,0,0,0,0,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prentice, Adam",RB,NOS,NA,0.2,0,NA,0,0.1,0.1,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,15650,@KCC,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas, DeeJay",RB,ARI,NA,0.1,0,NA,0,0.1,0.1,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,14815,@SFO,0,0,0,0,0,0,0,0,0,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blasingame, Khari",RB,CHI,NA,0.1,0,NA,0,0.4,0.1,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,14552,CAR,0,0,0,0,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,20.5,85,NA,0.8,2.8,2.8,20.5,NA,NA,0.1,0.1,15.79,NA,17004,FleaFlicker,15710,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB7,0.9,105.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,20.7,92.2,NA,0.8,1.8,1.8,12.9,NA,NA,0.1,0.1,15.31,NA,17167,FleaFlicker,15972,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,RB12,0.8,105.1,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,18.7,85.8,NA,0.8,1.4,1.4,12,NA,NA,0.1,0.1,15.08,NA,12042,FleaFlicker,12626,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB4,0.9,97.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,17.8,69.7,NA,0.5,4.2,4.2,31.3,NA,NA,0.2,0.1,13.98,NA,12965,FleaFlicker,13132,@KCMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB13,0.7,101,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,15.9,68.3,NA,0.4,3.9,3.9,29,NA,NA,0.2,0.1,13.25,NA,17603,FleaFlicker,16161,TBW 36-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13.25,RB3,0.6,97.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,16.5,70.3,NA,0.6,2,2,16.2,NA,NA,0.1,0.1,12.77,NA,16890,FleaFlicker,15711,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB9,0.7,86.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,15.3,67.8,NA,0.4,3.5,3.5,25.3,NA,NA,0.2,0.1,12.61,NA,13111,FleaFlicker,13319,NYJSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB17,0.6,93.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,13.8,60.3,NA,0.4,4.1,4.1,30.5,NA,NA,0.2,0.1,12.4,NA,16834,FleaFlicker,15708,@MINSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB2,0.6,90.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,18,71.1,NA,0.5,2.4,2.4,15.6,NA,NA,0.1,0.1,12.07,NA,16246,FleaFlicker,15254,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,RB23,0.6,86.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,15,63.5,NA,0.4,3.2,3.2,24.1,NA,NA,0.2,0.1,11.92,NA,17617,FleaFlicker,16167,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB10,0.6,87.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,14.4,65.4,NA,0.4,2.8,2.8,22.4,NA,NA,0.1,0.1,11.88,NA,16839,FleaFlicker,15715,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB8,0.5,87.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,16.9,68.7,NA,0.4,2.7,2.7,20.1,NA,NA,0.1,0.1,11.56,NA,16361,FleaFlicker,15261,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB27,0.5,88.8,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,15.1,65.5,NA,0.4,2.4,2.4,18.6,NA,NA,0.1,0.1,11.5,NA,14673,FleaFlicker,14073,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB11,0.5,84.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,15.1,64.2,NA,0.5,1.9,1.9,14.3,NA,NA,0.1,0.1,11.07,NA,16875,FleaFlicker,15716,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB18,0.6,78.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,14.6,63.1,NA,0.5,2,2,14.3,NA,NA,0.1,0.1,11,NA,12951,FleaFlicker,13146,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB15,0.6,77.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,13.4,56.4,NA,0.4,2.8,2.8,21.6,NA,NA,0.1,0.1,10.77,NA,16241,FleaFlicker,15253,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB19,0.5,78,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,15.4,59.9,NA,0.5,1.6,1.6,11.7,NA,NA,0,0,10.07,NA,16323,FleaFlicker,15257,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB58,0.5,71.6,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,16.8,53,NA,0.4,2.8,2.8,19.2,NA,NA,0.1,0.1,9.9,NA,15601,FleaFlicker,14797,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB30,0.5,72.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,13.2,53.4,NA,0.3,3,3,20.1,NA,NA,0.1,0.1,9.69,NA,16974,FleaFlicker,15713,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB29,0.4,73.6,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,CIN,NA,12.4,49.4,NA,0.4,2.6,2.6,18.6,NA,NA,0.1,0,9.64,NA,15548,FleaFlicker,14798,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB26,0.5,68,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,13.3,53.6,NA,0.3,2.8,2.8,17.6,NA,NA,0.1,0.1,9.32,NA,16282,FleaFlicker,15256,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB32,0.4,71.2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,LV,NA,15.8,59.5,NA,0.3,2.3,2.3,14.9,NA,NA,0.1,0.1,9.28,NA,14700,FleaFlicker,14223,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB47,0.3,74.4,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,11.9,49.4,NA,0.4,1.6,1.6,12.7,NA,NA,0.1,0,9.11,NA,12934,FleaFlicker,13138,NOMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB55,0.5,62.1,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,HOU,NA,14.1,56.4,NA,0.4,1.3,1.3,9.2,NA,NA,0,0.1,8.88,NA,15563,FleaFlicker,14799,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB57,0.4,65.6,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,11.2,39,NA,0.2,3.2,3.2,23.3,NA,NA,0.1,0.1,8.31,NA,16882,FleaFlicker,15721,@ATLL 30-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.31,RB28,0.4,62.3,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy,RB,NYG,NA,11.8,46.6,NA,0.2,2.1,2.1,15.5,NA,NA,0.1,0.1,7.97,NA,18534,FleaFlicker,16747,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB68,0.3,62.1,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,11.2,42.2,NA,0.2,2,2,16.4,NA,NA,0.1,0,7.68,NA,15904,FleaFlicker,14823,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB34,0.3,58.6,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,10.4,43.1,NA,0.3,1.8,1.8,12.3,NA,NA,0.1,0.1,7.26,NA,18479,FleaFlicker,16598,@ATLL 30-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.26,RB36,0.3,55.4,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,WAS,NA,6.7,28.6,NA,0.2,2.9,2.9,22.8,NA,NA,0.1,0.1,7.24,NA,13325,FleaFlicker,13404,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB37,0.4,51.4,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,10.2,39.2,NA,0.2,2,2,16,NA,NA,0.1,0.1,7.1,NA,15591,FleaFlicker,14852,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB60,0.3,55.1,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,9,39,NA,0.2,1.3,1.3,13,NA,NA,0.1,0.1,6.56,NA,16339,FleaFlicker,15259,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB25,0.3,52,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,7.8,32.6,NA,0.2,1.8,1.8,13.9,NA,NA,0.1,0,6.45,NA,17756,FleaFlicker,16181,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB33,0.3,46.5,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,8,34,NA,0.2,1.4,1.4,9.7,NA,NA,0,0.1,5.89,NA,18238,FleaFlicker,16390,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB53,0.3,43.7,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,8.8,37.6,NA,0.2,1.1,1.1,8.1,NA,NA,0,0.1,5.85,NA,16993,FleaFlicker,15712,TBW 36-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.85,RB42,0.2,45.7,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,8.6,30.8,NA,0.3,1.1,1.1,8.3,NA,NA,0,0,5.66,NA,17175,FleaFlicker,15730,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB95,0.3,39.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,8.6,32.3,NA,0.2,1.6,1.6,10.7,NA,NA,0.1,0,5.64,NA,18456,FleaFlicker,16596,@MINSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB39,0.2,43,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,8,33.4,NA,0.2,1.1,1.1,8.5,NA,NA,0.1,0,5.63,NA,18234,FleaFlicker,16432,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB66,0.2,41.9,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
