player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Tyler Lockett,WR,SEA,NA,NA,4.7,68.14,NA,NA,0.49,NA,0.32,NA,NA,NA,14.49,NA,2552430,NFL,12187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,4.47,68.71,NA,NA,0.44,NA,2.51,NA,NA,NA,14.23,NA,2562489,NFL,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,NA,4.66,70.63,NA,NA,0.41,NA,0.15,NA,NA,NA,14.2,NA,2552487,NFL,12175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.73,69.3,NA,NA,0.41,NA,0.07,NA,NA,NA,14.13,NA,2566409,NFL,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.54,62.12,NA,NA,0.37,NA,0.72,NA,NA,NA,14.04,NA,2558105,NFL,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,4.67,65.55,NA,NA,0.43,NA,0.41,NA,NA,NA,13.85,NA,2566292,NFL,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LA,NA,NA,3.41,60.58,NA,NA,0.39,NA,13.15,NA,0.09,0.01,13.64,NA,2566196,NFL,15301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAX,NA,NA,4.63,65.01,NA,NA,0.38,NA,0.93,NA,0.01,NA,13.56,NA,2560781,NFL,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,3.76,59.63,NA,NA,0.55,NA,2.69,NA,0.01,NA,13.35,NA,2567637,NFL,15789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,5.27,59.6,NA,NA,0.34,NA,0.67,NA,NA,NA,13.34,NA,2558149,NFL,13156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAX,NA,NA,5.18,59.52,NA,NA,0.32,NA,0.44,NA,NA,NA,13.1,NA,2557863,NFL,13176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,NA,2.95,38.36,NA,NA,0.23,NA,29.78,NA,0.3,0.03,12.88,NA,2558066,NFL,13157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,4.93,56.3,NA,NA,0.3,NA,1.82,NA,0.01,NA,12.6,NA,2562674,NFL,14208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,4.22,60.18,NA,NA,0.38,NA,0.05,NA,NA,NA,12.52,NA,2567250,NFL,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,NE,NA,NA,4.6,57.92,NA,NA,0.33,NA,0.36,NA,NA,NA,12.41,NA,2562492,NFL,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,NA,3.95,57.88,NA,NA,0.43,NA,0.31,NA,NA,NA,12.35,NA,2565093,NFL,14840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,NA,4.3,55.99,NA,NA,0.39,NA,0.13,NA,NA,NA,12.25,NA,2558846,NFL,13154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,LAC,NA,NA,4.56,55.8,NA,NA,0.3,NA,0.26,NA,NA,NA,11.97,NA,2566502,NFL,15319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,4.19,56.55,NA,NA,0.31,NA,0.09,NA,NA,NA,11.71,NA,2541785,NFL,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,NA,3.76,57.56,NA,NA,0.32,NA,0.22,NA,NA,NA,11.52,NA,2563803,NFL,14857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,NA,4.43,50.51,NA,NA,0.33,NA,0.13,NA,NA,NA,11.47,NA,2562379,NFL,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Moore,WR,CAR,NA,NA,3.67,51.46,NA,NA,0.36,NA,3.48,NA,0.02,0.01,11.42,NA,2560813,NFL,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,GB,NA,NA,4.14,52.05,NA,NA,0.33,NA,0.4,NA,NA,NA,11.37,NA,2560787,NFL,13632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,3.98,50.43,NA,NA,0.33,NA,0.09,NA,NA,NA,11.01,NA,2543468,NFL,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,NA,3.43,52.9,NA,NA,0.35,NA,0.28,NA,NA,NA,10.85,NA,2563602,NFL,14845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,IND,NA,NA,3.96,46.22,NA,NA,0.29,NA,1.98,NA,0.02,NA,10.64,NA,2562495,NFL,14112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.Y. Hilton,WR,DAL,NA,NA,3.39,50.11,NA,NA,0.34,NA,0.9,NA,0.01,NA,10.59,NA,2532865,NFL,10729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,3.02,55.31,NA,NA,0.32,NA,0.27,NA,NA,NA,10.5,NA,2562736,NFL,14122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,NA,3.89,48.93,NA,NA,0.23,NA,0.71,NA,NA,NA,10.29,NA,2540169,NFL,11228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,NA,2.93,53.65,NA,NA,0.27,NA,1.29,NA,NA,NA,10.04,NA,2568159,NFL,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,3.58,45.88,NA,NA,0.28,NA,0.63,NA,NA,NA,9.91,NA,2565114,NFL,14860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark,WR,DET,NA,NA,3.17,46.71,NA,NA,0.34,NA,0.09,NA,NA,NA,9.89,NA,2561018,NFL,13668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,3.43,46.27,NA,NA,0.27,NA,0.08,NA,NA,NA,9.69,NA,2560735,NFL,13646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarvis Landry,WR,NO,NA,NA,3.82,42.39,NA,NA,0.24,NA,1.25,NA,0.01,NA,9.68,NA,2543488,NFL,11680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,HOU,NA,NA,3.57,43.97,NA,NA,0.24,NA,1.15,NA,0.01,NA,9.58,NA,2555209,NFL,12773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,BAL,NA,NA,3.11,44.59,NA,NA,0.26,NA,0.06,NA,NA,NA,9.14,NA,2555478,NFL,12785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,3.33,42.28,NA,NA,0.24,NA,0.45,NA,NA,NA,9.04,NA,2555466,NFL,12650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,NA,3,42.74,NA,NA,0.26,NA,0.32,NA,NA,NA,8.87,NA,2563611,NFL,14849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,2.69,45.26,NA,NA,0.23,NA,0.02,NA,NA,NA,8.6,NA,2560907,NFL,13793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,BUF,NA,NA,3.11,36.78,NA,NA,0.22,NA,3.52,NA,0.01,NA,8.58,NA,2558129,NFL,13313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Nelson Agholor,WR,NE,NA,NA,2.96,40.05,NA,NA,0.26,NA,0.16,NA,NA,NA,8.54,NA,2552600,NFL,12181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,NYJ,NA,NA,2.92,40.5,NA,NA,0.22,NA,2.53,NA,NA,NA,8.54,NA,2566385,NFL,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,LV,NA,NA,3.04,34.9,NA,NA,0.28,NA,1.74,NA,NA,NA,8.38,NA,2558262,NFL,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,TB,NA,NA,3.05,38.87,NA,NA,0.21,NA,0.89,NA,0.01,NA,8.35,NA,2495454,NFL,10271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillip Dorsett,WR,HOU,NA,NA,2.91,39.39,NA,NA,0.2,NA,0.42,NA,0.01,NA,8.15,NA,2552424,NFL,12188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,NA,2.89,36.77,NA,NA,0.26,NA,0.17,NA,NA,NA,8.14,NA,2558194,NFL,13168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,ATL,NA,NA,2.46,40.42,NA,NA,0.22,NA,0.95,NA,NA,NA,7.92,NA,2562808,NFL,14592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.65,39.21,NA,NA,0.22,NA,0.06,NA,NA,NA,7.9,NA,2567715,NFL,15768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,NA,2.4,36.11,NA,NA,0.26,NA,2.19,NA,0.01,NA,7.85,NA,2568321,NFL,15755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,NA,2.53,32.97,NA,NA,0.25,NA,1.35,NA,0.02,NA,7.64,NA,2539964,NFL,11239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Van Jefferson,WR,LA,NA,NA,2.36,36.56,NA,NA,0.23,NA,0.74,NA,NA,NA,7.47,NA,2564358,NFL,14858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,BAL,NA,NA,2.48,32.38,NA,NA,0.15,NA,3.25,NA,0.02,NA,7.42,NA,2563551,NFL,14847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,NA,2.26,36.9,NA,NA,0.23,NA,0.41,NA,NA,NA,7.37,NA,2564880,NFL,14992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall Jr.,WR,CAR,NA,NA,2.26,39.36,NA,NA,0.19,NA,0.05,NA,NA,NA,7.34,NA,2565902,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LA,NA,NA,2.78,36.47,NA,NA,0.12,NA,0.26,NA,NA,NA,7.17,NA,2566247,NFL,15491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,NYG,NA,NA,2.24,30.66,NA,NA,0.22,NA,0.41,NA,NA,NA,7.09,NA,2560761,NFL,13724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA
Byron Pringle,WR,CHI,NA,NA,2.12,34.26,NA,NA,0.23,NA,0.06,NA,NA,NA,6.93,NA,2560844,NFL,13863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,2.14,33.7,NA,NA,0.21,NA,0.46,NA,NA,NA,6.82,NA,2565477,NFL,15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAX,NA,NA,2.32,32.85,NA,NA,0.19,NA,0.13,NA,NA,NA,6.76,NA,2532884,NFL,10738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,2.36,27.7,NA,NA,0.19,NA,1.78,NA,0.01,NA,6.57,NA,2564574,NFL,14977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Randall Cobb,WR,GB,NA,NA,2.34,28.61,NA,NA,0.18,NA,0.04,NA,NA,NA,6.29,NA,2495448,NFL,10308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,NA,2.36,28.97,NA,NA,0.16,NA,0.43,NA,NA,NA,6.26,NA,2567958,NFL,15787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,CHI,NA,NA,1.79,28.63,NA,NA,0.18,NA,2.14,NA,0.02,NA,6.13,NA,2560836,NFL,13634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAX,NA,NA,2.22,22.61,NA,NA,0.11,NA,2.78,NA,0.03,NA,6.02,NA,2558821,NFL,13308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA
Laviska Shenault Jr.,WR,CAR,NA,NA,2.26,21.71,NA,NA,0.12,NA,5.17,NA,0.03,NA,5.85,NA,2564232,NFL,14838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,MIA,NA,NA,2.09,26.67,NA,NA,0.17,NA,0.11,NA,NA,NA,5.79,NA,2561272,NFL,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,NA,2.02,27.14,NA,NA,0.16,NA,0.33,NA,NA,NA,5.79,NA,2565908,NFL,15298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
Equanimeous St. Brown,WR,CHI,NA,NA,1.67,27.39,NA,NA,0.15,NA,2.21,NA,0.02,NA,5.65,NA,2560883,NFL,13637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Sims,WR,PIT,NA,NA,1.79,20.28,NA,NA,0.09,NA,7.13,NA,0.03,0.01,5.53,NA,2563033,NFL,14613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,NA,1.77,27.7,NA,NA,0.14,NA,0.08,NA,NA,NA,5.39,NA,2560051,NFL,13776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,NA,2.12,21.29,NA,NA,0.14,NA,0.4,NA,NA,NA,5.13,NA,2562712,NFL,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,1.5,22.75,NA,NA,0.15,NA,3.29,NA,0.02,NA,5.12,NA,2569110,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Rodgers,WR,HOU,NA,NA,1.84,18.55,NA,NA,0.16,NA,0.88,NA,0.01,NA,4.8,NA,2566091,NFL,15297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,NA,1.85,21.77,NA,NA,0.12,NA,0.14,NA,NA,NA,4.76,NA,2495450,NFL,10261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
