player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts,pass_comp,pass_att,pass_yds,pass_tds,pass_int
"Jones, Marvin",WR,JAC,NA,5.9,3.2,38,NA,NA,0.1,NA,0,NA,0,0,4.3,NA,NA,FantasySharks,10738,BAL,0.8,0,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cobb, Randall",WR,GBP,NA,4.5,3.2,38,NA,NA,0.1,NA,0,NA,0,0,4.2,NA,NA,FantasySharks,10308,@PHI,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,3.9,2.5,28,NA,NA,0.3,NA,0,NA,0,0.1,4.2,NA,NA,FantasySharks,15779,@PHI,0.6,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,6.1,4.1,38,NA,NA,0,NA,2,NA,0,0,4.2,NA,NA,FantasySharks,13176,BAL,0.6,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,HOU,NA,3.8,2.4,27,NA,NA,0.2,NA,0,NA,0,0,4,NA,NA,FantasySharks,12773,@MIA,0.7,0,0.2,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gage, Russell",WR,TBB,NA,5.4,3.2,32,NA,NA,0.1,NA,0,NA,0,0.1,4,NA,NA,FantasySharks,13809,@CLE,1.1,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,LVR,NA,4.3,2.7,31,NA,NA,0.1,NA,0,NA,0,0,3.9,NA,NA,FantasySharks,13289,@SEA,0.3,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Quez",WR,PHI,NA,3,1.9,30,NA,NA,0.2,NA,-0.1,NA,0,0.1,3.9,NA,NA,FantasySharks,14992,GBP,0.3,0,0,0.1,0,0,0.1,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,MIN,NA,4.3,2.3,24,NA,NA,0.2,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,14977,NEP,0.4,0.1,0,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,4.7,2.8,35,NA,NA,0,NA,1,NA,0,0,3.8,NA,NA,FantasySharks,15752,CIN,0.5,0,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Rondale",WR,ARI,NA,5.9,3.8,35,NA,NA,0,NA,-0.4,NA,0,0,3.7,NA,NA,FantasySharks,15283,LAC,0.7,0,0,0,0,0,0,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,3,2.1,28,NA,NA,0.1,NA,3,NA,0,0,3.7,NA,NA,FantasySharks,13418,@MIN,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Byrd, Damiere",WR,ATL,NA,3.1,1.9,31,NA,NA,0.1,NA,0,NA,0,0,3.7,NA,NA,FantasySharks,12464,@WAS,0.1,0,0,0,0,0,0.1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,NEP,NA,4,2.4,31,NA,NA,0.1,NA,1,NA,0,0.1,3.6,NA,NA,FantasySharks,12181,@MIN,0.3,0,0,0,0,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,4.6,2.6,26,NA,NA,0,NA,1,NA,0.1,0,3.5,NA,NA,FantasySharks,15491,@KCC,0.5,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,DAL,NA,4.4,2.5,32,NA,NA,0,NA,1,NA,0,0.1,3.3,NA,NA,FantasySharks,13172,NYG,0.7,0,0,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway, Marquez",WR,NOS,NA,4.5,2.3,28,NA,NA,0.1,NA,0,NA,0,0,3.3,NA,NA,FantasySharks,15034,@SFO,0.6,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LAC,NA,4.3,2.5,27,NA,NA,0.1,NA,1,NA,0,0,3.3,NA,NA,FantasySharks,12394,@ARI,0.6,0,0,0.1,0,0,0,43,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,4,3,22,NA,NA,0.1,NA,1,NA,0,0,3.1,NA,NA,FantasySharks,15301,@KCC,0.3,0.1,0,0,0,0,0,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamler, KJ",WR,DEN,NA,2.9,1.4,26,NA,NA,0,NA,2,NA,0,0,3,NA,NA,FantasySharks,14837,@CAR,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claypool, Chase",WR,CHI,NA,4.6,2.3,25,NA,NA,0.1,NA,2,NA,0,0,3,NA,NA,FantasySharks,14841,@NYJ,0.4,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Cam",WR,WAS,NA,2.9,1.8,21,NA,NA,0.1,NA,0,NA,0,0,3,NA,NA,FantasySharks,13895,ATL,0.5,0.1,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIA,NA,2.8,1.8,21,NA,NA,0.1,NA,0,NA,0,0,2.9,NA,NA,FantasySharks,13893,HOU,0.4,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,3.6,2.1,24,NA,NA,0.1,NA,0,NA,0,0,2.9,NA,NA,FantasySharks,14860,NOS,0.3,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pringle, Byron",WR,CHI,NA,3,2,20,NA,NA,0.1,NA,1,NA,0,0,2.8,NA,NA,FantasySharks,13863,@NYJ,0.3,0,0.1,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,NYJ,NA,3,1.8,15,NA,NA,0,NA,4,NA,0.1,0,2.8,NA,NA,FantasySharks,13638,CHI,0.3,0,0,0,0,0,0,42,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,NOS,NA,2.9,1.6,22,NA,NA,0.1,NA,1,NA,0,0.1,2.6,NA,NA,FantasySharks,14558,@SFO,0.4,0,0,0,0,0,0.1,29,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shaheed, Rashid",WR,NOS,NA,1.6,1,14,NA,NA,0.1,NA,1,NA,0.1,0,2.6,NA,NA,FantasySharks,16080,@SFO,0.2,0.1,0,0,0,0,0.1,19,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,3.5,2.3,15,NA,NA,0,NA,4,NA,0.1,0,2.6,NA,NA,FantasySharks,14838,DEN,0.2,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,2.4,1.5,12,NA,NA,0.1,NA,3,NA,0,0,2.4,NA,NA,FantasySharks,13308,BAL,0.3,0.1,0,0,0,0,0,35,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson, Robbie",WR,ARI,NA,3.8,1.6,21,NA,NA,0.1,NA,0,NA,0,0.1,2.4,NA,NA,FantasySharks,12930,LAC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,SFO,NA,2.4,1.5,16,NA,NA,0.1,NA,0,NA,0,0,2.3,NA,NA,FantasySharks,13641,NOS,0.4,0.1,0,0,0,0,0,26,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green, A.J.",WR,ARI,NA,4,1.7,17,NA,NA,0.1,NA,0,NA,0,0,2.2,NA,NA,FantasySharks,10261,LAC,0.6,0.1,0,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scott",WR,TBB,NA,3.6,2.2,18,NA,NA,0,NA,1,NA,0,0,2.2,NA,NA,FantasySharks,14280,@CLE,0.4,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James, Richie",WR,NYG,NA,2,1.4,15,NA,NA,0.1,NA,1,NA,0,0,2.1,NA,NA,FantasySharks,13724,@DAL,0.1,0.1,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Marcus",WR,NYG,NA,3.6,1.8,21,NA,NA,0,NA,-0.4,NA,0,0,2.1,NA,NA,FantasySharks,13387,@DAL,0.2,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorsett, Phillip",WR,HOU,NA,2.1,1,17,NA,NA,0.1,NA,0,NA,0,0,2.1,NA,NA,FantasySharks,12188,@MIA,0.1,0,0,0.1,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dortch, Greg",WR,ARI,NA,2.3,1.7,14,NA,NA,0.1,NA,1,NA,0,0,2.1,NA,NA,FantasySharks,14108,LAC,0.3,0.1,0,0,0,0,0,18,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Proche, James",WR,BAL,NA,3.5,1.9,19,NA,NA,0,NA,1,NA,0,0,2,NA,NA,FantasySharks,14848,@JAC,0.5,0,0,0,0,0,0,15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Steven",WR,PIT,NA,3.7,1.7,17,NA,NA,0,NA,3,NA,0,0.1,2,NA,NA,FantasySharks,14613,@IND,0.2,0,0,0,0,0,0,31,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hinton, Kendall",WR,DEN,NA,1.7,1.2,19,NA,NA,0,NA,0.1,NA,0,0,1.9,NA,NA,FantasySharks,15183,@CAR,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jameson",WR,DET,NA,3.3,1.6,19,NA,NA,0,NA,0,NA,0,0.1,1.9,NA,NA,FantasySharks,15756,BUF,0.4,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,3,2,18,NA,NA,0,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,15766,LAR,0,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cole, Keelan",WR,LVR,NA,3,1.2,16,NA,NA,0,NA,0.1,NA,0,0,1.8,NA,NA,FantasySharks,13412,@SEA,0.4,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Justin",WR,KCC,NA,1.4,0.6,9,NA,NA,0.1,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,13776,LAR,0.1,0.1,0,0,0,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,PHI,NA,1.7,1.2,13,NA,NA,0.1,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,13488,GBP,0.1,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kennedy, Tom",WR,DET,NA,2.4,1.2,17,NA,NA,0,NA,0.1,NA,0,0,1.6,NA,NA,FantasySharks,14503,BUF,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, David",WR,CLE,NA,2.8,1.8,17,NA,NA,0,NA,-0.1,NA,0,0,1.6,NA,NA,FantasySharks,15758,TBB,0.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephus, Quintez",WR,DET,NA,2,1,11,NA,NA,0.1,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,14850,BUF,0.3,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Equanimeous",WR,CHI,NA,1.4,0.8,10,NA,NA,0.1,NA,3,NA,0,0,1.6,NA,NA,FantasySharks,13637,@NYJ,0.3,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perriman, Breshad",WR,TBB,NA,1.9,1.2,13,NA,NA,0.1,NA,0.1,NA,0,0.1,1.6,NA,NA,FantasySharks,12197,@CLE,0.1,0,0,0.1,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,MIA,NA,1.9,1.3,14,NA,NA,0,NA,0,NA,0,0.1,1.6,NA,NA,FantasySharks,13652,HOU,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,1.8,1.1,13,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,15292,ATL,0.2,0,0,0,0,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakir, Khalil",WR,BUF,NA,2.4,1.3,14,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,15761,@DET,0.2,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Denzel",WR,NYJ,NA,2.1,0.8,14,NA,NA,0,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,14846,CHI,0.2,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,1.4,0.9,13,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,13963,@WAS,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patmon, Dezmon",WR,IND,NA,1.2,0.5,6,NA,NA,0.1,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,14998,PIT,0.3,0,0.1,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jeff",WR,NYJ,NA,1.8,0.9,12,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,14561,CHI,0.1,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harry, N'Keal",WR,CHI,NA,1.2,0.6,7,NA,NA,0.1,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,14101,@NYJ,0.1,0,0.1,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Sammy",WR,GBP,NA,2.2,1,13,NA,NA,0,NA,0.1,NA,0,0,1.3,NA,NA,FantasySharks,11670,@PHI,0.6,0,0,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,BUF,NA,2.5,1.3,13,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,12184,@DET,0.2,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Shi",WR,CAR,NA,2,1.2,13,NA,NA,0,NA,0,NA,0,0.1,1.1,NA,NA,FantasySharks,15298,DEN,0.1,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,1.6,1,9,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,14315,PIT,0.1,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,LAR,NA,1.2,0.9,7,NA,NA,0,NA,3,NA,0,0,1,NA,NA,FantasySharks,13910,@KCC,0.4,0,0,0,0,0,0,27,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strachan, Mike",WR,IND,NA,1.6,0.7,9,NA,NA,0,NA,0.1,NA,0,0,1,NA,NA,FantasySharks,15478,PIT,0.2,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, D'Wayne",WR,SEA,NA,1.6,0.8,6,NA,NA,0,NA,2,NA,0,0,0.9,NA,NA,FantasySharks,15302,LVR,0.3,0,0,0,0,0,0,11,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sills, David",WR,NYG,NA,2.2,1.1,11,NA,NA,0,NA,0,NA,0,0.1,0.9,NA,NA,FantasySharks,14110,@DAL,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollister, Cody",WR,TEN,NA,1.3,0.8,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,13851,CIN,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodgins, Isaiah",WR,NYG,NA,1.3,0.8,10,NA,NA,0,NA,0,NA,0,0.1,0.8,NA,NA,FantasySharks,14849,@DAL,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, DeSean",WR,BAL,NA,1.5,0.7,9,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,9075,@JAC,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, James",WR,DAL,NA,1.5,0.6,7,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,13631,NYG,0.2,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reagor, Jalen",WR,MIN,NA,0.8,0.4,3,NA,NA,0.1,NA,1,NA,0,0,0.8,NA,NA,FantasySharks,14839,NEP,0.1,0.1,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner, DJ",WR,LVR,NA,0.8,0.3,5,NA,NA,0,NA,4,NA,0,0.1,0.8,NA,NA,FantasySharks,15995,@SEA,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Kevin",WR,NOS,NA,1.4,0.4,7,NA,NA,0,NA,0.1,NA,0,0,0.7,NA,NA,FantasySharks,12177,@SFO,0.2,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,0.3,0.2,1,NA,NA,0.1,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13862,HOU,0.2,0.1,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irwin, Trenton",WR,CIN,NA,0.4,0.2,4,NA,NA,0,NA,0.1,NA,0,0,0.7,NA,NA,FantasySharks,14551,@TEN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,1.5,0.7,7,NA,NA,0,NA,0.1,NA,0,0,0.7,NA,NA,FantasySharks,15788,NYG,0.2,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toure, Samori",WR,GBP,NA,0.8,0.3,5,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,15841,@PHI,0.1,0,0,0,0,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
